"Common name","Scientific name",Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,"Catalogue number",License
"Giant Hummingbird","Patagona gigas",peruviana,"Fabrice Schmitt",2015-09-26,13:00,"Calama (near  Caspana), El Loa, Región de Antofagasta",Chile,-22.33,-68.2154,3200,call,"bird-seen:yes playback-used:no","Troglodytes aedon",336405,//creativecommons.org/licenses/by-nc-sa/4.0/
"Giant Hummingbird","Patagona gigas",,"Fernando Medrano",2016-01-30,08:00,"Isla Negra, San Antonio, Región de Valparaíso",Chile,-33.4393,-71.6764,60,song,"I made a high-pass and a low-pass filter and I deleted the sound of my hands touching the microphone bird-seen:yes playback-used:no",,313795,//creativecommons.org/licenses/by-nc-sa/4.0/
"Giant Hummingbird","Patagona gigas",,"Guillermo Egli",1999-01-00,?:?,"La Reina, Region Metropolitana",Chile,,,?,call,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,53874,//creativecommons.org/licenses/by-nc-nd/2.5/
"Giant Hummingbird","Patagona gigas",gigas,"Bernabe Lopez-Lanus",0000-00-00,?,"Humedal El Yali, San Antonio, Valparaiso",Chile,,,?,Call,"In flight",,48812,//creativecommons.org/licenses/by-nc-sa/3.0/
"Giant Hummingbird","Patagona gigas",,"Tomek Tumiel",2019-11-18,14:30,"Vichuquén, Curicó, Maule",Chile,-34.766,-72.0651,50,call,"bird-seen:yes playback-used:no",,515502,//creativecommons.org/licenses/by-nc-sa/4.0/
"Giant Hummingbird","Patagona gigas",peruviana,"Cristian Pinto",2019-08-01,18:30,Putre,Chile,-18.1956,-69.5642,3500,"flight call","bird-seen:yes playback-used:no",,492186,//creativecommons.org/licenses/by-nc-sa/4.0/
"Giant Hummingbird","Patagona gigas",,"Peter Boesman",2018-11-30,07:00,"El Yeso road (lower part), Región Metropolitana",Chile,-33.787313,-70.184026,,Call,,,450036,//creativecommons.org/licenses/by-nc-nd/4.0/
"Giant Hummingbird","Patagona gigas",,"Francisco Rivas Fuenzalida",2012-08-13,10:13,"Jardín Botánico Nacional, Viña del Mar",Chile,-33.05,-71.501,35,"Fight call. Grito de pelea.",,,108964,//creativecommons.org/licenses/by-nc-nd/2.5/
"Giant Hummingbird","Patagona gigas",,"Alvaro Jaramillo",2001-07-29,?:?,"Putre, I Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,59995,//creativecommons.org/licenses/by-nc-nd/2.5/
"Giant Hummingbird","Patagona gigas",,"Alvaro Jaramillo",1999-11-04,?:?,"Putre, I Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,59994,//creativecommons.org/licenses/by-nc-nd/2.5/
"Giant Hummingbird","Patagona gigas",,"Bernabe Lopez-Lanus",2006-09-23,?:?,"Yali, Santo Domingo, V Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,51360,//creativecommons.org/licenses/by-nc-sa/3.0/
"Giant Hummingbird","Patagona gigas",,"Bernabe Lopez-Lanus",2006-09-23,?:?,"Yali, Santo Domingo, V Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,51359,//creativecommons.org/licenses/by-nc-sa/3.0/
"Giant Hummingbird","Patagona gigas",,"Doug Knapp",2008-01-19,07:00,"Below Farellones-Curve 30",Chile,-30.3484,-70.3323,2200,Chips,"Feeding sounds.",,17126,//creativecommons.org/licenses/by-nc-nd/2.5/
"Giant Hummingbird","Patagona gigas",,"Doug Knapp",2007-10-21,10:30,"Estero del Arrayan-C",Chile,-33.2823,-70.4628,1850,Chip,"Dense stands of their favorite Agave nearby for nesting. Chip was repeated once to extend recording.",,15595,//creativecommons.org/licenses/by-nc-nd/2.5/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Jeferson Vizentin-Bugoni and Juliana Cordeiro",2016-02-28,09:30,"Juan Fernández, Valparaiso, Región de Valparaíso",Chile,-33.6414,-78.8461,460,male,"playback-used:no",,307828,//creativecommons.org/licenses/by-nc-sa/4.0/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Cristian Pinto",2020-04-27,07:00,"Parque San Borja, Santiago, Región Metropolitana, Chile",Chile,-33.4405,-70.6376,600,"adult, flight call, sex uncertain","Audiomoth capture.bird-seen:yes playback-used:yes",,551599,//creativecommons.org/licenses/by-nc-sa/4.0/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Cristian Pinto",2020-04-27,07:00,"Parque San Borja, Santiago, Región Metropolitana, Chile",Chile,-33.4405,-70.6376,600,"adult, flight call, sex uncertain","Audiomoth capture.bird-seen:yes playback-used:yes","Turdus falcklandii",551597,//creativecommons.org/licenses/by-nc-sa/4.0/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Dante Buzzetti",2020-02-26,10:00,"Piedra Azul Alto,Puerto Montt,Llanquihue,Los Lagos",Chile,-41.5077,-72.7719,100,"call,song,chasing call","DCB 799-8 bird-seen:yes playback-used:no",,536860,//creativecommons.org/licenses/by-nc-sa/4.0/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Cristian Pinto",2017-08-25,06:30,"Plaza Panama, Vitacura, Santiago, Región Metropolitana",Chile,-33.3895,-70.5526,750,call,"The bird has been mantained perched on a stick near a feeder.bird-seen:yes playback-used:no",,384667,//creativecommons.org/licenses/by-nc-sa/4.0/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Cristian Pinto",2017-08-25,06:30,"Plaza Panama, Vitacura, Santiago, Región Metropolitana",Chile,-33.3895,-70.5526,750,call,"The bird has been mantained perched on a stick near a feeder.bird-seen:yes playback-used:no",,384666,//creativecommons.org/licenses/by-nc-sa/4.0/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Cristian Pinto",2017-08-25,06:30,"Plaza Panama, Vitacura, Santiago, Región Metropolitana",Chile,-33.3895,-70.5526,750,call,"The bird has been mantained perched on a stick near a feeder.bird-seen:yes playback-used:no",,384665,//creativecommons.org/licenses/by-nc-sa/4.0/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Cristian Pinto",2017-08-25,06:30,"Plaza Panama, Vitacura, Santiago, Región Metropolitana",Chile,-33.3895,-70.5526,750,call,"The bird has been mantained perched on a stick near a feeder.bird-seen:yes playback-used:no",,384664,//creativecommons.org/licenses/by-nc-sa/4.0/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Cristian Pinto",2017-08-25,06:30,"Plaza Panama, Vitacura, Santiago, Región Metropolitana",Chile,-33.3895,-70.5526,750,call,"The bird has been mantained perched on a stick near a feeder.bird-seen:yes playback-used:no",,384663,//creativecommons.org/licenses/by-nc-sa/4.0/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Cristian Pinto",2017-07-22,13:00,"Corel, Talca, VII Región",Chile,-35.59,-71.21,550,"begging call, call","bird-seen:yes playback-used:no",,380812,//creativecommons.org/licenses/by-nc-sa/4.0/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Cristian Pinto",2017-07-22,13:00,"Corel, Talca, VII Región",Chile,-35.59,-71.21,550,"begging call, call","bird-seen:yes playback-used:no",,380811,//creativecommons.org/licenses/by-nc-sa/4.0/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Michele Peron",2013-03-09,09:30,"PN Yerba Loca",Chile,-33.3153,-70.3223,2100,call,"bird-seen:yes playback-used:no",,188618,//creativecommons.org/licenses/by-nc-sa/4.0/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Dante Buzzetti",2020-02-27,18:20,"Río Lenca,Parque Nacional Alerce Andino,Llanquihue,Los Lagos",Chile,-41.6039,-72.6265,150,"call,subsong","DCB 801-16 bird-seen:yes playback-used:no",,537791,//creativecommons.org/licenses/by-nc-sa/4.0/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Dante Buzzetti",2020-02-26,19:31,"Parque Nacional Vicente Pérez Rosales,Puerto Varas,Llanquihue,Los Lagos",Chile,-41.1388,-72.5332,920,call,"DCB 799-15a bird-seen:yes playback-used:no",,536868,//creativecommons.org/licenses/by-nc-sa/4.0/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Dante Buzzetti",2020-02-24,11:00,"Piedra Azul Alto,Puerto Montt,Llanquihue,Los Lagos",Chile,-41.5077,-72.7719,100,"subsong,call","DCB 796-12, close to the food source bird-seen:yes playback-used:no",,534166,//creativecommons.org/licenses/by-nc-sa/4.0/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Étienne Leroy",2019-10-25,11:00,"Lago inferior, Cochamo, Llanquihue, Los Lagos",Chile,-42.0893,-71.7731,460,"flight call","bird-seen:yes playback-used:no",,508120,//creativecommons.org/licenses/by-nc-sa/4.0/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Peter Boesman",2018-12-03,18:00,"PN Puyehue-Aguas Calientes, X Región",Chile,-40.76851,-72.293297,,Call,,,450134,//creativecommons.org/licenses/by-nc-nd/4.0/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Peter Boesman",2018-12-03,12:30,"PN Puyehue-Aguas Calientes, X Región",Chile,-40.76851,-72.293297,,Call,,,450133,//creativecommons.org/licenses/by-nc-nd/4.0/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Peter Boesman",2018-12-03,12:00,"PN Puyehue-Aguas Calientes, X Región",Chile,-40.76851,-72.293297,,Call,,,450132,//creativecommons.org/licenses/by-nc-nd/4.0/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Peter Boesman",2018-12-02,20:30,"PN Puyehue-Aguas Calientes, X Región",Chile,-40.76851,-72.293297,,Call,,,450131,//creativecommons.org/licenses/by-nc-nd/4.0/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Bobby Wilcox",2017-01-02,08:30,"Ancud, Chiloe, X Región",Chile,-41.9426,-74.0406,40,"male, song","About 10ft away in a dense shrub.  Amplified with Audacity.bird-seen:yes playback-used:no",,369709,//creativecommons.org/licenses/by-nc-sa/4.0/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Frank Lambert",2003-01-28,?:?,"Puyehue National Park, about 10 km from Argentine border",Chile,-40.64,-72.05,1100,call,"Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/7908>AV7908</a>.  Certainty: 100%.  ID determined by: not specifically indicated; recordist normally sees birds recorded and indicates if any question. GPS: estimate from Google Earth.   digitized from cassette","Eugralla paradoxa",69471,//creativecommons.org/licenses/by-nc-nd/4.0/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Frank Lambert",2003-01-28,?:?,"Puyehue National Park",Chile,-40.64,-72.05,1100,call,"Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/7910>AV7910</a>.  Certainty: 100%.  ID determined by: not specifically indicated; recordist normally sees birds recorded and indicates if any question. GPS: estimate from Google Earth.   digitized from cassette",,69470,//creativecommons.org/licenses/by-nc-nd/4.0/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Alvaro Jaramillo",2003-02-19,?:?,"Cerro Nielol, IX Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,59955,//creativecommons.org/licenses/by-nc-nd/2.5/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Daniel González Amat",2007-04-17,12:45,"Mahuida, La Reina, Santiago",Chile,-33.454933,-70.517464,780,"flight call",,,12402,//creativecommons.org/licenses/by-nc-nd/2.5/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Ross Gallardy",2015-04-21,09:30,"Altos de Lircay NP",Chile,-35.6039,-71.0695,1200,call,"bird-seen:yes playback-used:no",,296126,//creativecommons.org/licenses/by-nc-sa/4.0/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Daniel González Amat",2007-04-17,12:30,"Mahuida, La Reina, Santiago",Chile,-33.454933,-70.517464,800,"flight call",,"Zonotrichia capensis",12401,//creativecommons.org/licenses/by-nc-nd/2.5/
"Green-backed Firecrown","Sephanoides sephaniodes",,"Daniel González Amat",2007-05-03,08:00,"Santiago, Ñuñoa",Chile,-32.4667,-70.6001,600,"Flight call, call","3 picaflores fighting for territory","Leptasthenura aegithaloides",13253,//creativecommons.org/licenses/by-nc-nd/2.5/
"Juan Fernandez Firecrown","Sephanoides fernandensis",,"Fabrice Schmitt",2016-11-20,10:30,"Juan Fernández, Valparaiso, Región de Valparaíso",Chile,-33.6414,-78.8461,460,call,"bird-seen:yes playback-used:no",,380089,//creativecommons.org/licenses/by-nc-sa/4.0/
"Juan Fernandez Firecrown","Sephanoides fernandensis",,"Fabrice Schmitt",2016-11-20,10:30,"Juan Fernández, Valparaiso, Región de Valparaíso",Chile,-33.6414,-78.8461,460,call,"bird-seen:yes playback-used:no",,380088,//creativecommons.org/licenses/by-nc-sa/4.0/
"Juan Fernandez Firecrown","Sephanoides fernandensis",,"Fabrice Schmitt",2016-11-20,10:30,"Juan Fernández, Valparaiso, Región de Valparaíso",Chile,-33.6414,-78.8461,460,call,"female bird-seen:yes playback-used:no",,380087,//creativecommons.org/licenses/by-nc-sa/4.0/
"Juan Fernandez Firecrown","Sephanoides fernandensis",,"Fabrice Schmitt",2016-11-20,10:30,"Juan Fernández, Valparaiso, Región de Valparaíso",Chile,-33.6414,-78.8461,460,call,"bird-seen:yes playback-used:no",,380086,//creativecommons.org/licenses/by-nc-sa/4.0/
"Juan Fernandez Firecrown","Sephanoides fernandensis",,"Fabrice Schmitt",2016-11-20,10:30,"Juan Fernández, Valparaiso, Región de Valparaíso",Chile,-33.6414,-78.8461,460,call,"bird-seen:yes playback-used:no",,380085,//creativecommons.org/licenses/by-nc-sa/4.0/
"Juan Fernandez Firecrown","Sephanoides fernandensis",,"Fabrice Schmitt",2016-11-20,10:30,"Juan Fernández, Valparaiso, Región de Valparaíso",Chile,-33.6414,-78.8461,460,call,"bird-seen:yes playback-used:no",,380084,//creativecommons.org/licenses/by-nc-sa/4.0/
"Juan Fernandez Firecrown","Sephanoides fernandensis",,"Fabrice Schmitt",2016-11-20,10:30,"Juan Fernández, Valparaiso, Región de Valparaíso",Chile,-33.6414,-78.8461,460,call,"bird-seen:yes playback-used:no",,380083,//creativecommons.org/licenses/by-nc-sa/4.0/
"Juan Fernandez Firecrown","Sephanoides fernandensis",,"Fabrice Schmitt",2016-11-20,10:30,"Juan Fernández, Valparaiso, Región de Valparaíso",Chile,-33.6414,-78.8461,460,call,"bird-seen:yes playback-used:no",,380082,//creativecommons.org/licenses/by-nc-sa/4.0/
"Juan Fernandez Firecrown","Sephanoides fernandensis",,"Fabrice Schmitt",2016-11-20,10:30,"Juan Fernández, Valparaiso, Región de Valparaíso",Chile,-33.6414,-78.8461,460,call,"bird-seen:yes playback-used:no",,380081,//creativecommons.org/licenses/by-nc-sa/4.0/
"Juan Fernandez Firecrown","Sephanoides fernandensis",,"Jeferson Vizentin-Bugoni and Juliana Cordeiro",2016-02-28,09:30,"Juan Fernández, Valparaiso, Región de Valparaíso",Chile,-33.6414,-78.8461,460,male,"bird-seen:yes playback-used:no",,307827,//creativecommons.org/licenses/by-nc-sa/4.0/
"Juan Fernandez Firecrown","Sephanoides fernandensis",,"Alvaro Jaramillo",2005-11-26,?:?,"Isla R Crusoe, Juan Fernandez",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,59956,//creativecommons.org/licenses/by-nc-nd/2.5/
"Peruvian Sheartail","Thaumastura cora",,"Ross Gallardy",2015-04-27,08:00,"San Miguel de Azapa, XV Region",Chile,-18.5156,-70.1812,260,call,"bird-seen:yes playback-used:no",,296154,//creativecommons.org/licenses/by-nc-sa/4.0/
"Peruvian Sheartail","Thaumastura cora",,"Alvaro Jaramillo",2004-02-10,?:?,"Valle de Azapa-museo, I Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60087,//creativecommons.org/licenses/by-nc-nd/2.5/
"Peruvian Sheartail","Thaumastura cora",,"Fabrice Schmitt",2009-12-19,17:00,"Jardin de los Picaflores, Azapa",Chile,,,300,call,,,75333,//creativecommons.org/licenses/by-nc-nd/2.5/
"Chilean Woodstar","Eulidia yarrellii",,"Fabrice Schmitt",2015-09-28,10:30,"Camarones, Arica, Región de Tarapacá",Chile,-19.1477,-70.1714,110,call,"bird-seen:yes playback-used:no","Troglodytes aedon,Zenaida meloda",336419,//creativecommons.org/licenses/by-nc-sa/4.0/
"Chilean Woodstar","Eulidia yarrellii",,"Fabrice Schmitt",2015-09-28,10:30,"Camarones, Arica, Región de Tarapacá",Chile,-19.1477,-70.1714,110,call,"bird-seen:yes playback-used:no","Troglodytes aedon,Zenaida meloda,Columbina cruziana",336418,//creativecommons.org/licenses/by-nc-sa/4.0/
"Chilean Woodstar","Eulidia yarrellii",,"Fabrice Schmitt",2015-09-28,10:30,"Camarones, Arica, Región de Tarapacá",Chile,-19.1477,-70.1714,110,call,"bird-seen:yes playback-used:no","Troglodytes aedon,Zenaida meloda,Columbina cruziana",336417,//creativecommons.org/licenses/by-nc-sa/4.0/
"Chilean Woodstar","Eulidia yarrellii",,"Andrew Spencer",2011-11-19,10:00,"Chaca Valley, XV Region",Chile,-18.808,-70.153,120,"wing noise (and call?)","natural vocalization; wing noise from a male bird chasing away another hummer.  The calls at 11s are also from this bird I believe.",,90449,//creativecommons.org/licenses/by-nc-nd/2.5/
"Chilean Woodstar","Eulidia yarrellii",,"Alvaro Jaramillo",2004-11-12,?:?,"Valle Chaxa, I Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60221,//creativecommons.org/licenses/by-nc-nd/2.5/
"Ringed Kingfisher","Megaceryle torquata",stellata,"Daniel González Amat",2008-02-19,14:31,"Lago Budi, IX Región",Chile,-38.88333,-73.3,50,Call,"Female, Chilean name: Martin Pescador ",,17973,//creativecommons.org/licenses/by-nc-nd/2.5/
"Striped Woodpecker","Veniliornis lignarius",,"Cristian Pinto",2016-12-12,14:00,"Cementerio Aculeo, Maipo, Región Metropolitana",Chile,-33.8799,-70.8995,380,call,,,374135,//creativecommons.org/licenses/by-nc-sa/4.0/
"Striped Woodpecker","Veniliornis lignarius",,"Peter Boesman",2018-12-09,08:00,"Parque Nacional La Campana, Sector Cajón, V Región",Chile,-33.003259,-71.124864,,Call,,,450225,//creativecommons.org/licenses/by-nc-nd/4.0/
"Striped Woodpecker","Veniliornis lignarius",,"Peter Boesman",2018-12-09,08:00,"Parque Nacional La Campana, Sector Cajón, V Región",Chile,-33.003259,-71.124864,,Call,,"Scelorchilus albicollis",450224,//creativecommons.org/licenses/by-nc-nd/4.0/
"Striped Woodpecker","Veniliornis lignarius",,"Peter Boesman",2018-12-03,07:00,"PN Puyehue-Aguas Calientes, X Región",Chile,-40.76851,-72.293297,,Call,,,450222,//creativecommons.org/licenses/by-nc-nd/4.0/
"Striped Woodpecker","Veniliornis lignarius",,"Cristian Pinto",2017-04-08,09:30,"Quebrada Estero San Gerónimo, Algarrobo, Región de Valparaíso",Chile,-33.3549,-71.6468,20,"call, female","Contributed for the female bird song project: femalebirdsong.org Female Call bird-seen:yes playback-used:no",,364041,//creativecommons.org/licenses/by-nc-sa/4.0/
"Striped Woodpecker","Veniliornis lignarius",,"Michele Peron",2013-12-01,09:00,"Mahuida, La Reina, Santiago",Chile,-33.4549,-70.5175,850,call,"bird-seen:yes playback-used:no",,188302,//creativecommons.org/licenses/by-nc-sa/4.0/
"Striped Woodpecker","Veniliornis lignarius",,"Francisco Rivas Fuenzalida",2014-04-27,13:30,"Contulmo, Arauco Province, Bio-Bio",Chile,-37.9111,-73.2931,10,"call, male","Natural vocalization when foraging between Myrceugenia exsucca.bird-seen:yes playback-used:no","Pardirallus sanguinolentus",176374,//creativecommons.org/licenses/by-nc-sa/4.0/
